name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Colorado,1/10/2011,10.8,0.5,5.6,10.8,-14.4,-3.5,-0.2,76.6,0.102,100,54.17,snow,1.9,4.4,,10.2,129.1,1026.2,61.6,10.3,74.6,6.4,3,,2011-01-10T07:20:51,2011-01-10T16:54:22,0.21,"Snow, Partially cloudy",Clearing in the afternoon with a chance of snow throughout the day.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/11/2011,18.2,-1.1,6.7,18.2,-13.8,-4.6,-4.9,59.5,0.048,100,12.5,snow,0,4.5,,10.7,174.5,1033.7,23.4,23.7,140.6,12,6,,2011-01-11T07:20:38,2011-01-11T16:55:24,0.24,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/12/2011,29.5,-0.3,15.7,25.4,-13.3,8.2,6.8,68.6,0.041,100,8.33,"rain,snow",0,3.5,,9.7,198.7,1032.4,55,23.4,136.1,11.6,5,,2011-01-12T07:20:23,2011-01-12T16:56:26,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/13/2011,47.7,28.4,36.7,47.2,20.4,30.4,21.2,53.7,0,0,0,,0,2.5,,13.4,194.9,1022,65,23.6,133.4,11.3,5,,2011-01-13T07:20:05,2011-01-13T16:57:30,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/14/2011,48.5,30.3,36.9,47.7,23.7,32.3,22.5,57,0,0,0,,0,1.5,,9.1,191.4,1021.5,44.9,21.2,136,11.6,5,,2011-01-14T07:19:46,2011-01-14T16:58:34,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,1/15/2011,46.5,28.7,35.2,44,20.9,29.5,21.4,57.9,0,0,0,,0,0.4,,9.1,198.8,1021.4,64.6,24.4,86.7,7.4,3,,2011-01-15T07:19:24,2011-01-15T16:59:40,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/16/2011,49,27.1,39.6,46.8,17.6,34,22.4,51.3,0,0,0,,0,0,35.6,15.7,229.3,1012.1,61.9,19.5,89.7,7.7,4,,2011-01-16T07:19:00,2011-01-16T17:00:46,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/17/2011,53.4,37.6,46,53.4,31.7,42,27.4,49.3,0.003,100,4.17,rain,0,0,33.6,20.3,300,1004.7,67.9,19.5,117.1,10.2,5,,2011-01-17T07:18:34,2011-01-17T17:01:52,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,1/18/2011,48.3,30.7,38.6,43.4,24.1,32.6,19.1,48.8,0,0,0,,0,0,26.4,12.8,245,1012,66.9,23.7,136.8,11.8,6,,2011-01-18T07:18:06,2011-01-18T17:03:00,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/19/2011,38.8,12.6,25.8,38.7,2,18.4,19.5,78.2,0.019,100,16.67,"rain,snow",0.6,0.2,41.3,24.6,339.1,1012.7,82.1,15.6,122.2,10.6,5,,2011-01-19T07:17:36,2011-01-19T17:04:08,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/20/2011,37.2,9.4,23.2,32.1,-1.2,14.5,12.6,66.3,0.006,100,8.33,"rain,snow",0.4,0.7,24.2,12.5,179.9,1021.9,54.8,23,149.1,12.8,6,,2011-01-20T07:17:04,2011-01-20T17:05:16,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/21/2011,43,28,35.5,37,18,27.5,13.9,41.8,0,0,0,,0,0.1,37.9,17,322.5,1014.3,42.1,24.8,147.8,12.6,6,,2011-01-21T07:16:30,2011-01-21T17:06:25,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/22/2011,45.1,29.1,36.7,36.5,17.8,28.2,14.3,39.7,0,0,0,,0,0,36.5,24.4,315.5,1008.5,62.6,20.7,139.3,11.9,6,,2011-01-22T07:15:54,2011-01-22T17:07:35,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,1/23/2011,47.4,17.9,31.6,42.3,6.9,23.9,8.6,44.9,1.991,100,4.17,snow,0,0,31,15.1,241.4,1015.5,57.9,25.4,147.8,12.9,6,,2011-01-23T07:15:15,2011-01-23T17:08:45,0.64,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/24/2011,36,19.3,29.9,32.5,8,21.7,9.2,42.9,0,0,0,,0,0,32.2,20.7,13.4,1020,56.5,22.7,111.4,9.7,5,,2011-01-24T07:14:35,2011-01-24T17:09:55,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/25/2011,43.3,18.8,29.5,39.7,8.2,22.9,7.8,44.9,0.003,100,4.17,"rain,snow",0,0,,10.8,111.7,1020.1,56.4,22,132.6,11.4,6,,2011-01-25T07:13:53,2011-01-25T17:11:06,0.71,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/26/2011,43.4,29.3,34.5,43.2,22.4,30.2,20.8,60.6,0.002,100,4.17,"rain,snow",0,0,,11.9,230,1023,62.4,16.3,124.3,10.8,5,,2011-01-26T07:13:09,2011-01-26T17:12:17,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/27/2011,54.2,31.9,40.6,54.2,24.9,35.9,13,33.4,0,0,0,,0,0,18.3,11.3,196.5,1020,63.1,25.3,146.7,12.6,6,,2011-01-27T07:12:24,2011-01-27T17:13:28,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/28/2011,66.3,38.2,47.9,66.3,30.4,43.7,14.4,28.1,0,0,0,,0,0,,14.7,193.3,1013.7,25.7,20.1,157.8,13.7,6,,2011-01-28T07:11:36,2011-01-28T17:14:40,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/29/2011,57.3,31.7,41.8,57.3,21.8,37.6,18.3,41.4,0,0,0,,0,0,27,15.7,126.9,1012,26,20,160,14,6,,2011-01-29T07:10:47,2011-01-29T17:15:52,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,1/30/2011,43.9,24.1,33.3,40.5,18.7,29.4,23,66.9,0,0,0,,0,0,,12.5,330.4,1012.5,68.8,25.4,140.5,12.1,6,,2011-01-30T07:09:55,2011-01-30T17:17:03,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,1/31/2011,25.5,-3,12,24.7,-19.1,0.5,8.9,86.9,0.031,100,20.83,snow,0.2,0.1,30,13.2,30.4,1022,98.5,2.4,57.3,4.8,3,,2011-01-31T07:09:02,2011-01-31T17:18:15,0.92,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/1/2011,-3.2,-12.6,-8.4,-19.1,-33.2,-26.1,-15.3,71.1,0.007,100,8.33,snow,1.3,1,24.2,16.7,14.9,1037.9,90.1,6.1,92.6,8,4,,2011-02-01T07:08:08,2011-02-01T17:19:27,0.95,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/2/2011,5,-15.4,-5.9,5,-27,-12.2,-15.3,63.9,0,0,0,,0,1.5,,9.1,199.3,1039.5,36.1,8.6,161.4,14,6,,2011-02-02T07:07:11,2011-02-02T17:20:39,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/3/2011,28.8,-1.7,16.4,28.8,-17.5,6.6,7,68.4,0.049,100,33.33,"rain,snow",0.9,1.8,,11.1,238.2,1030.1,61.8,11.8,130.5,11.1,5,,2011-02-03T07:06:13,2011-02-03T17:21:51,0.02,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/4/2011,37.9,17.7,29.1,36.1,7.8,23.1,22.2,76.4,0.052,100,12.5,"rain,snow",0.5,2.4,,10,227.7,1019.4,68.6,14.8,146,12.8,6,,2011-02-04T07:05:14,2011-02-04T17:23:03,0.06,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/5/2011,38.1,27,32.4,31.7,16.8,24.7,24.5,74.2,0.022,100,12.5,"rain,snow",1.8,2,28.7,15,326.7,1009.8,79.8,12.8,78.1,6.7,3,,2011-02-05T07:04:13,2011-02-05T17:24:15,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/6/2011,26.7,15.1,23.1,19.3,9.7,14.5,15.6,73.8,0.027,100,25,snow,1.1,1.7,32.2,14.1,7.8,1023.1,93.8,14.7,106,9.2,4,,2011-02-06T07:03:10,2011-02-06T17:25:26,0.12,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/7/2011,41.7,7.7,24,39,-7.7,14.3,12.8,63.7,0.054,100,20.83,"rain,snow",0.4,0.6,39.5,25.3,148.6,1015.5,71.6,21.4,163.7,14.1,7,,2011-02-07T07:02:06,2011-02-07T17:26:38,0.15,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/8/2011,8.7,-1.9,2.3,3.3,-14.5,-10.4,-3,78.1,0.084,100,50,snow,0.1,0.9,39.5,23.4,11.9,1028.1,95.1,2.9,56.6,4.9,2,,2011-02-08T07:01:00,2011-02-08T17:27:50,0.19,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/9/2011,18.7,-8.6,4.9,10.8,-23,-7.1,-6.1,61.8,0.015,100,12.5,snow,0,0.9,,10.4,195.2,1031.2,25.6,22.8,188.4,16.3,7,,2011-02-09T06:59:53,2011-02-09T17:29:01,0.22,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/10/2011,34.1,3.6,18.3,28.5,-9.8,10,1.7,49,0.019,100,8.33,"rain,snow",3.9,3.2,39.1,13.9,216.3,1020.8,43.9,25.2,187.7,16.2,7,,2011-02-10T06:58:44,2011-02-10T17:30:12,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/11/2011,37.8,15.5,26.3,32.9,4.3,18.5,9,48.2,0,0,0,,0,4.4,,11.8,173.8,1023.9,26.6,26.1,187.8,16.2,7,,2011-02-11T06:57:34,2011-02-11T17:31:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/12/2011,51.2,26.5,39.4,51.2,16.3,33.3,12.8,34.2,0,0,0,,0,3.9,28.7,15.1,236.7,1022.7,53.2,26.1,187.1,16.3,7,,2011-02-12T06:56:23,2011-02-12T17:32:34,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/13/2011,61.2,36.8,47,61.2,28.9,42.7,13.9,27.6,0,0,0,,0,2.6,39.1,18.8,211,1015.2,55.5,26,186.2,16.1,7,,2011-02-13T06:55:10,2011-02-13T17:33:44,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/14/2011,54.4,35.5,42.4,54.4,26.4,36.5,21.7,44.9,0,0,0,,0,1.3,33.8,22.5,179.2,1016.2,59.6,25.3,171.4,14.8,6,,2011-02-14T06:53:56,2011-02-14T17:34:54,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/15/2011,63.6,37.5,48.6,63.6,31.1,44.8,16.9,29.4,0,0,0,,0,0.1,31.1,19.1,185,1012.5,47.7,25.2,197.3,17.1,7,,2011-02-15T06:52:41,2011-02-15T17:36:04,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/16/2011,62.7,40.1,51.3,62.7,33,48.1,14.7,24,0,0,0,,0,0,39.2,31.1,223.1,1002.4,45.5,25.3,195,16.7,7,,2011-02-16T06:51:25,2011-02-16T17:37:14,0.45,Partially cloudy,Partly cloudy throughout the day.,wind,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/17/2011,49.6,30.5,41.4,44.2,21.8,34.7,16,36.9,0,0,0,,0,0,35.1,18.9,312.7,1004.8,46.1,25.2,192.5,16.6,7,,2011-02-17T06:50:08,2011-02-17T17:38:24,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/18/2011,53.2,25.4,38.1,53.2,16.4,31.8,14.7,40.9,0,0,0,,0,0,31.2,21.2,168.5,1017,55.1,26.1,139.5,12.1,6,,2011-02-18T06:48:49,2011-02-18T17:39:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/19/2011,63.7,32,46.6,63.7,24.2,42.7,23.2,43.1,0,0,0,,0,0,35.4,20.8,183,1009.7,52.7,24.4,177.7,15.4,7,,2011-02-19T06:47:29,2011-02-19T17:40:42,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/20/2011,46.2,20.1,37.4,39.3,10.8,29.5,13.8,46.5,0,0,0,,0,0,43,31.1,243.5,1000.7,52.8,24.1,194.8,16.6,7,,2011-02-20T06:46:09,2011-02-20T17:41:50,0.58,Partially cloudy,Partly cloudy throughout the day.,wind,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/21/2011,44.7,14.4,29.2,43.9,4.5,23.3,11.1,55.3,0.001,100,4.17,rain,0,0,27.5,12.8,28.4,1010.7,43.3,22.1,208.2,18,8,,2011-02-21T06:44:47,2011-02-21T17:42:58,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/22/2011,53.5,20.7,36.2,53.5,15,32.5,2.8,30.2,0,0,0,,0,0,21.9,12.1,169.8,1008.8,19.7,25.3,214.1,18.4,8,,2011-02-22T06:43:24,2011-02-22T17:44:06,0.65,Clear,Clear conditions throughout the day.,clear-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/23/2011,51.2,26.7,38.2,51.2,16.7,32,9.3,31.5,0,0,0,,0,0,34.5,22.9,126,1008.7,28.1,25.3,214.6,18.5,8,,2011-02-23T06:42:00,2011-02-23T17:45:14,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/24/2011,41,19.4,30.1,37.9,7.5,23.1,17.1,60.6,0,0,0,,0,0,,17.7,1.1,1010.8,64.8,15.4,189.4,16.5,7,,2011-02-24T06:40:36,2011-02-24T17:46:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/25/2011,23.2,15.2,19.5,21.7,6.4,11.9,16.1,86.9,0,0,0,,0,0,,12.6,18.7,1012.8,89.4,5.2,210.2,18.1,7,,2011-02-25T06:39:10,2011-02-25T17:47:28,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/26/2011,55.2,22.9,42.2,55.2,14,36.7,14.7,37.6,0,0,0,,0,0,35.6,25,222.4,1000.5,42.5,22.9,217.1,18.8,8,,2011-02-26T06:37:44,2011-02-26T17:48:35,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/27/2011,47.1,23.7,38.5,45,16,32.6,11.3,36.6,0,0,0,,0,0,37.5,18.3,214.9,1000.6,50.4,24.4,152.7,13.1,6,,2011-02-27T06:36:17,2011-02-27T17:49:41,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,2/28/2011,62.5,23.4,42.9,62.5,13.5,37.5,2.9,31,0,0,0,,0,0,36.9,18,195.5,1015.2,47.3,24.7,232,20.1,8,,2011-02-28T06:34:49,2011-02-28T17:50:47,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/1/2011,61.3,32.1,45,61.3,28.1,41.7,-0.5,16.3,0,0,0,,0,0,23,16,127.1,1016.9,22.6,25.1,226,19.6,8,,2011-03-01T06:33:20,2011-03-01T17:51:53,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,KAPA,72469523036,72565003017,72466693067"
Colorado,3/2/2011,60,26,42.7,60,19.6,39.2,11.7,30.2,0,0,0,,0,0,28.9,17,170.8,1015.4,56.9,25.3,219.9,19.1,8,,2011-03-02T06:31:51,2011-03-02T17:52:58,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/3/2011,62,36.1,47.2,62,29.7,44.2,21.5,40.5,0.004,100,4.17,rain,0,0,31,21.6,304.1,1010.3,57.1,22.5,212.1,18.2,7,,2011-03-03T06:30:21,2011-03-03T17:54:04,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/4/2011,43.2,23,34.9,38,13.9,29,27.4,75.2,0.021,100,12.5,"rain,snow",0,0,30,15.3,75.6,1019.7,69.3,15.1,120.8,10.4,5,,2011-03-04T06:28:50,2011-03-04T17:55:08,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/5/2011,50.8,20.2,35.9,50.8,9.3,30,4.6,34.3,0,0,0,,0,0,20.8,12.7,170.2,1022.4,54.1,25.3,135,11.7,5,,2011-03-05T06:27:19,2011-03-05T17:56:13,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/6/2011,52.1,29.6,39.5,52.1,21.3,34.5,16.9,44.4,0.021,100,12.5,"rain,snow",0,0,24.6,16.7,122.5,1010.5,86.6,20.4,83.8,7.2,3,,2011-03-06T06:25:47,2011-03-06T17:57:17,0.06,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/7/2011,30.7,20,23.1,24.3,10.9,14.9,21,91.8,0.002,100,4.17,"rain,snow",0,0,,11,36.2,1009.7,100,4.6,151.6,13.1,6,,2011-03-07T06:24:15,2011-03-07T17:58:21,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/8/2011,31.6,19.6,23.4,31.6,9.2,15.9,19.7,86.4,0.007,100,4.17,snow,0,0,,12,317.8,1014.3,78.5,5.2,168.1,14.6,6,,2011-03-08T06:22:42,2011-03-08T17:59:25,0.13,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/9/2011,52,22.8,37,52,12.5,31.4,10.8,39.2,0,0,0,,0,0,32.2,15.6,320.6,1023.9,35.6,23.7,248.1,21.6,8,,2011-03-09T06:21:08,2011-03-09T18:00:28,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/10/2011,66.7,31.9,48.3,66.7,23.1,44.8,10.9,25.6,0,0,0,,0,0,26.4,14.5,195.3,1019.5,15.4,25.3,247.3,21.5,8,,2011-03-10T06:19:35,2011-03-10T18:01:32,0.2,Clear,Clear conditions throughout the day.,clear-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/11/2011,67.6,38.3,53.2,67.6,31.3,50.4,11.2,21.6,0,0,0,,0,0,33.3,20.3,196.4,1009.4,51.7,26.1,246.7,21.5,8,,2011-03-11T06:18:00,2011-03-11T18:02:35,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/12/2011,56.3,30.7,42.8,56.3,24.9,39.7,18.9,40.6,0,0,0,,0,0,26,20.2,29.6,1015,57.4,24.4,230.7,20,8,,2011-03-12T06:16:26,2011-03-12T18:03:37,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/13/2011,53.4,31.9,40.9,53.4,23.2,37.2,25.9,60.1,0.027,100,12.5,"rain,snow",0,0,26.4,16.2,28.2,1019.7,54.5,16.8,229.7,19.1,8,,2011-03-13T07:14:51,2011-03-13T19:04:40,0.3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/14/2011,65.5,29,45.7,65.5,21.2,42.3,12.5,34,0.001,100,4.17,rain,0,0,32.2,11.2,142.5,1018.4,57.6,25.3,202.4,17.4,8,,2011-03-14T07:13:16,2011-03-14T19:05:42,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/15/2011,58.5,31.6,45.3,58.5,25,41.3,23.8,44.2,0,0,0,,0,0,28.9,17.6,159.2,1016.7,54.4,25.3,229.1,19.9,8,,2011-03-15T07:11:40,2011-03-15T19:06:44,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/16/2011,72.1,41.7,56,72.1,34.4,53.6,17.8,25.3,0,0,0,,0,0,35.6,17.3,189.6,1007.3,59.7,25.3,199.6,17.2,6,,2011-03-16T07:10:04,2011-03-16T19:07:46,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/17/2011,58.4,36.1,49.1,58.4,29.3,46.1,18.8,32.9,0,0,0,,0,0,34.6,24.5,102.8,1010,74.6,24.2,239,20.5,8,,2011-03-17T07:08:28,2011-03-17T19:08:48,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/18/2011,56,29.8,41.3,56,21.8,35.9,27.1,62,0.04,100,25,"rain,snow",0,0,35.2,22.4,173.9,1021.6,64.6,11.7,241.8,21,8,,2011-03-18T07:06:52,2011-03-18T19:09:49,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/19/2011,71,35.1,52.9,71,27.3,49.8,12.7,27.4,0,0,0,,0,0,38.7,28.9,207.6,1008,54.8,24.5,258.5,22.3,8,,2011-03-19T07:05:16,2011-03-19T19:10:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/20/2011,64.3,43.2,54.2,64.3,38.5,52.2,4.2,13.2,0,0,0,,0,0,33.6,22,176.9,1007.8,68.6,26.1,209.5,18.2,9,,2011-03-20T07:03:39,2011-03-20T19:11:52,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/21/2011,73.8,35.4,55.3,73.8,29.7,53.8,5.4,16.1,0,0,0,,0,0,45.6,26.9,212.4,1002.3,69.1,25.3,249.9,21.5,8,,2011-03-21T07:02:03,2011-03-21T19:12:53,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/22/2011,58.4,40,47.7,58.4,31.8,44.4,11.8,25.8,0,0,0,,0,0,43.9,31.5,273.8,999,51.8,24.9,240.3,20.9,8,,2011-03-22T07:00:26,2011-03-22T19:13:54,0.6,Partially cloudy,Partly cloudy throughout the day.,wind,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
Colorado,3/23/2011,56.8,33.7,43.6,56.8,25.5,38.8,4.7,21.1,0,0,0,,0,0,34.4,15.4,258.8,1011.6,19.1,26.9,281.8,24.3,9,,2011-03-23T06:58:49,2011-03-23T19:14:55,0.63,Clear,Clear conditions throughout the day.,clear-day,"KBKF,KDEN,72469523036,KAPA,72565003017,72466693067"
